,titles,ratings,reviews,dates,replies,reply_dates
204,À FUUUUIIIIIIIIREEEEEEEE.,1,"À FUUUUIIIIIIIIREEEEEEEE.
Dommage qu'on ne puisse pas mettre 0, car il le mérite. 
Commande d'un canapé le 05.10.2022 avec la mention ""Disponible chez le fournisseur Livraison à partir du 12.10.2022"" 
Le 12 je reçois un mail, me disant qu'il rencontre actuellement du retard alors que ma commande était censé être livré à partir de cette date, ne voyant pas d'évolution je décide de les contacter le lendemain leur expliquant que je veux bien comprendre à condition que le délai supplémentaire soit raisonnable. Silence radio jusqu'au 17, je décide donc de les recontacter, en précisant que si le délai était trop long à celui annoncé au départ, je serai dans l'obligation d'annuler ma commande et de demander le remboursement de celle ci! Mais le SAV est déguélasse, J'ai eu droit à une Marine et un Medhi, deux robots qui ne font que répéter qu'ils s'excuser de la gêne occasionnée mais qui ne prennent pas en compte mes réclamations. Avec à chaque fois le même argument ""nous relançons le fournisseur"", il finisse par me dire que le produit est en rupture de stock chez le fournisseur et sera disponible ""à partir"" du 17 novembre soit plus d'un mois après avoir payé pour une livraison qui normalement devait prendre quelques jours. En consultant le site je remarque que le produit est toujours ""Disponible chez le fournisseur avec une livraison à partir du 27 alors qu'ils ne sont même pas capable de les honorer. J'ai décidé de porter plainte car j'ai bien l'impression qu'ils se foutent de ma g***** ... En tout cas conseil N'ACHETEZ JAMAIS LÀ-BAS ILS VONT VOUS RENDRE DINGUE",2022-10-19T21:59:44.000Z,,
205,Dommage qu’on ne puisse pas mettre 0…,1,"Dommage qu’on ne puisse pas mettre 0 étoile !! 
J’ai acheté une machine à café pour la modification somme de 380€ qui a soit disant été livrée chez mon gardien sauf qu’évidemment mon gardien n’a rien !
Après 2 mois et demi et à peu près 15 appels je ne suis toujours pas remboursé, on m’a demandé de faire une attestation sur l’honneur ( en gros de confirmer le fait que je ne suis pas un voleur qui réclamerait un remboursement sur quelque chose que j’aurais reçu)
J’ai fait tout ce qu’on m’a demandé mais toujours rien, le service client est absolument nul ! Je n’ai jamais reçu un appel de leur part, c’est à vous d’appeler sans cesse et manifestement pour rien et de répéter inlassablement votre histoire !
Je les maudits, n’achetez rien chez eux, allez donc chez Darty. Boulanger ou Amazon et plus jamais chez Leclerc",2022-10-19T20:15:41.000Z,,
206,Fleurs pourries et très chères,1,"D'une bonne intention pour acheter un bouquet pour décorerune table, je me retrouve avec des fleurs pourries qui tombent en les touchant et à 17,90€ tout de même...c'est une honte de vendre ça !",2022-10-18T16:29:17.000Z,,
207,Leclerc sur internet … fuyez 😱😱,1,"C’était ma première commande internet chez Leclerc…et sûrement ma dernière 😱
Il s’agit du remboursement d’une commande retournée. Pour résumer .. ça fait 2 mois !!et 6 appels  que j’attends le remboursement. Service client exécrable.",2022-10-18T11:43:24.000Z,,
208,J’ai passé une commande d’un…,1,"J’ai passé une commande d’un récupérateur d’eau le 19 septembre, l’article était soi disant en stock et depuis , on me balade au téléphone … on va contacter le fournisseur… on vous tient au courant… etc, etc…. Nous sommes le 18 octobre, excédé, je demande un remboursement , et la on me dit qu’il faut voir avec le fournisseur . Donc site à fuir absolument .",2022-10-18T09:59:14.000Z,,
209,Bonjour je bonjour Voilà ma réponse merci à votre réponse je…,2,Bonjour je réponds à votre réponse je le trouve assez cher car j'étais dans le 77 et le Leclerc de Nanteuil-lès-Meaux et beaucoup moins cher au niveau de la viande en casette et là je me situe maintenant à Lens après ce changement du centre commercial Leclerc j'ai le trouve assez cher désolé,2022-10-14T19:44:14.000Z,,
210,Tellement les prix sont chers dans ce…,2,"Tellement les prix sont chers dans ce magasin, c'est mieux le marché pour des produits frais et humain",2022-10-13T22:37:17.000Z,,
211,Leclerc défend t’il votre pouvoir…,3,"Leclerc défend t’il votre pouvoir d’achat ou vous arnaque ? Cette semaine promotion 1kg saucisse 4,99€.
Une bonne affaire peut être mais les magasins ne sont pas approvisionnés ;par contre, les bac sont remplis de lots au double de ce prix.
Leclerc parie que vous achèterez à ce prix légèrement supérieur à la normale
VOILÀ,COMMENT LECLERC DÉFEND VOTRE POUVOIR D’ACHAT;",2022-10-13T20:36:47.000Z,,
212,Le site pour le drive c’est vraiment…,1,Le site pour le drive c’est vraiment n’importe quoi toujours des produits arrêtes il est très difficile de faire ses commandes .pourquoi produit arrêté alors que c’est un produit de grande  consommation au lieu de faire mes courses une fois par semaine j’arrive a peine a en faire une fois par mois c’est vraiment dommage,2022-10-13T18:44:42.000Z,,
213,Que de problèmes de qualité chez…,2,Que de problèmes de qualité chez Leclerc la viande nerveuse voir des objets métalliques dans la saucisse Bretonne ! Et j en passe ... Merguez qui sentent le Rance a vomir  fuyez ces magasins  !!,2022-10-13T18:15:01.000Z,,
214,Déçue du Leclerc à Trie Château Oise,2,"Déçue du Leclerc à Trie Château Oise. Je disposais d'un bon de 4€, lors du passage au scan la caissière était seule, elle a dû se lever pour contrôler les autres scans 5/6), les clients commençaient à être agacés pour un passage soit disant rapide (sur 2 caisses 1 seule d'ouverte). Je me suis donc dépêchée pour régler oubliant de passer mon bon de réduction. Je suis donc allée à l'accueil et la responsable du magasin, jointe par téléphone a donné un refus catégorique, la jeune fille à l'accueil n'a même pas pu expliquer le pourquoi. Très déçue par ce comportement, vraiment pas très sympa de la part de la responsable, le pire, ça dit lutter pour le pouvoir d'achat...",2022-10-13T12:11:55.000Z,,
215,Très mécontent suite livraison,1,"M. E. LECLERC
Sous un air débonnaire, tout sourire, vs seriez presque sympa, sauf que lorsqu'on vs enquiquine, vs avez le regard tueur.....
Aujourd'hui c'est moi !.
Le 27 au soir j'ai fait une pré-commande de vin sur le site internet, d'env. 300€ tout de même.
Le 28, j'ai voulu voir si je pouvais faire valoir mon droit de rétractation comme indiqué..... Et bien non! Il m'a été précisé que dans le 1/4 H qui suit la cède plus possible de se rétracter. il faut attendre la livraison puis effectuer un retour !!!!!!!!!!!!!!!
Et c'est là, où tout se corse, et où cela engendre une
GROSSE ARNAQUE! 
Le remboursement ne se fait que 14 J qu'après réception du ou des colis à leur plateforme !
cela peut durer des semaines voire peut-être 1 ou 2 mois et durant tout ce temps PEPERE TRAVAILLE AVEC NOTRE ARGENT  d'où son intérêt que les colis arrivent le +tard possible à son dépôt. (Cela me fait à ce gros vendeur de ces détachées pour auto, qui après plusieurs plaintes à du fermer. Travaillait avec l'argent des clients en les remboursant 6mois + tard.)
Pour moi 2 colis retournés direct par le transporteur suite casse, le 29/09, et cartons toujours pas arrivés, et là moi je n'y suis pour rien....
Par contre sitôt la cde passée, j'ai été débité ds les 5mm qui suivent
Sur des milliers de personnes, selon représente une somme énorme.
 En plus il me manque 1 COLIS que personne ne retrouve. Pour l'un = livré, pour l'autre = pas reçu et moi je fais comment ?
Nous sommes chez LECLERC tout de même et je pensais que tout se passerait comme sur des roulettes,
mais qu'elle incompétence et manque de savoir-faire.
Seul point positif, l'amabilité et la gentillesse des hôtesses qui se prennent toute notre agressivité car derrière personne n'assume.
UN CONSEIL NE COMMANDEZ JAMAIS SUR UN SITE INTERNET - LA PRATIQUE SEMBLE LA MEME pour tous..
Je viens seulement de vérifier les avis, et ils sont les mêmes pour la majorité des cas. C'est la 1ère fois que je le fait... mais je pensais que je pouvais faire confiance à cette grand enseigne et à PEPERE;",2022-10-11T16:38:29.000Z,,
216,Le prix des courgettes,2,"Le prix des courgettes au marché de Lyon corbas est de 2.5 le Kg, Il est de 5.2 à leclerc meyzieu soit 100% de marge.",2022-10-10T11:37:12.000Z,,
217,commande effectué sur le site Leclerc et non remboursé depuis bientôt 2 mois…,1,"je ne peux pas mettre zéro
commande effectué sur le site Leclerc d'un Ordinateur
Livraison d'une autre référence bien moins chère 
Retour de l'ordinateur par collissimo depuis le 16 aout chez Leclerc et depuis pas de remboursement malgré les nombreux mails et appels téléphonique nous sommes le 9 octobre2022 
Ce sont des escrocs

Plainte déposée ce jour 10.10.2022 à signal.conso.gouv.fr pour escroquerie
Remboursement reçu le 20.10.2022 après  un recommandé avec mise en demeure de rembourser sous peine de poursuite de la chambre du commerce 

Voyez également avec votre banque ou Visa pour un recours 
Bon courage à tous mais une chose est sûr plus jamais de commande chez eux",2022-10-22T15:09:11.000Z,,
218,Leclerc de Thiers,1,"Leclerc de Thiers, des dizaines de prix affichés en rayon ne correspondent pas au prix a payer en caisse. Cela dure depuis plusieurs mois, c'est du vol, de l'escroquerie, cette année avec aujourd'hui j'ai payé une différence de ,80 centimes d'euros sur un seul article.. a Carrefour, Lidl et toute la concurrence c'est très très rare de se faire trompé sur un prix. Mais là, la justice devrait ouvrir une enquête . Car c'est du vol a grande ampleur. Énorme le nombre d'articles qui n'affiche pas le prix exact que l'ont es censé payé en caisse. Donc personnellement, j'iinterdi a mes enfants et a moi même d'y remettre les pieds. En ces temps d'inflation, volé des centaines de personnes es ignoble, honteux !!!",2022-10-08T17:26:35.000Z,,
219,Achat en ligne sur le site E.Leclerc.fr et Annulation de la commande sans préavis !,1,"Achat en ligne sur le site E.Leclerc.fr d'une montre connectée bénéficiant d'une réduction immédiate de 34%, commande validée avec une livraison estimée à une semaine maximum dans un point relais E.Leclerc.
Commande débitée sur mon compte bancaire.
Commande annulée avec remboursement après plusieurs appels et courriels précisant que je souhaitais recevoir ma montre !!!
Motif: ""Commande non préparable"" alors que la veille au téléphone, mon interlocutrice m'informait le réassort du produit et une livraison prévue dans les 8 jours ouvrable !
Aucune solution apportée par Leclerc pour avoir cette montre si ce n'est l'annulation de la commande et son remboursement.
Le comble, dans un email, on m'indique de repasser commande mais au prix fort cette fois-ci !!!",2022-10-07T22:03:10.000Z,,
220,Incompétence du service de livraison,2,"Commande passée sur le site internet avec retrait en magasin. 
Mon colis a été livré mais pas là où je l’avais demandé et on me dit clairement que je n’ai qu’à me débrouiller pour le récupérer car étant donné que c’est à moins de 20km ils ne feront pas de rapatriement. 
Après quelques minutes au téléphone, le chargé de clientèle me dit qu’il fera quand même un rapatriement mais qu’il faut compter 24-48h pour avoir le colis, donc 3-4 jours puisque c’est le week-end.",2022-10-07T17:21:29.000Z,,
221,Site à éviter à tout prix,1,J'ai commandé trois bouteilles de vin en ligne sur ce site. Alors que j'en attendais la livraison j'apprends par Chronopost que le colis a été endommagé (2 bouteilles cassées). Après avoir raffistolé ce qui restait du carton le transporteur (Chronopost) effectue tout de même la livraison. Je contacte alors le service client en ligne pour obtenir le retour de ce paquet abîmé avec des éclats de vers dedans et le remboursement de la somme engagée. Dix jours après la réexpédition (soit le 19/09/2022) le support Leclerc me signale par messagerie que le colis renvoyé en bien arrivé dans leurs entrepôts. Or à la date d'aujourd'hui je n'ai toujours pas reçu le remboursement ni un quelconque message m'informant de la suite donnée à ma demande. Je pense que je peux faire une croix dessus si je m'appuie sur ce que disent beaucoup de clients sur la manière très cavalière dont Leclerc traite les clients qui utilisent ses services d'achat en ligne.,2022-10-07T16:20:58.000Z,,
